,pock_volume,pock_volume_st,pock_asa,pock_asa_st,pock_pol_asa,pock_pol_asa_st,pock_apol_asa,pock_apol_asa_st,pock_asa22,pock_asa22_st,pock_pol_asa22,pock_pol_asa22_st,pock_apol_asa22,pock_apol_asa22_st,nb_as,nb_as_st,mean_as_ray,mean_as_ray_st,mean_as_solv_acc,mean_as_solv_acc_st,apol_as_prop,apol_as_prop_st,mean_loc_hyd_dens,mean_loc_hyb_dens_st,hydrophobicity_score,hydrophobicity_score_st,volume_score,volume_score_st,polarity_score,polarity_score_st,charge_score,charge_score_st,prop_polar_atm,prop_polar_atm_st,as_density,as_density_st,as_max_dst,as_max_dst_st,convex_hull_volume,convex_hull_volume_st,nb_abpa,nb_abpa_st,ala,ala_st,arg,arg_st,asn,asn_st,asp,asp_st,cys,cys_st,gln,gln_st,glu,glu_st,gly,gly_st,his,his_st,ile,ile_st,leu,leu_st,lys,lys_st,met,met_st,phe,phe_st,pro,pro_st,ser,ser_st,thr,thr_st,trp,trp_st,tyr,tyr_st,val,val_st,rog_pro_noh,rog_pro_noh_sd,rog_pro_bb,rog_pro_bb_sd,rog_pro_ca,rog_pro_ca_sd,rog_bs_noh,rog_bs_noh_sd,rog_bs_bb,rog_bs_bb_sd,rog_bs_ca,rog_bs_ca_sd,rmsd_pro_noh,rmsd_pro_noh_sd,rmsd_pro_bb,rmsd_pro_bb_st,rmsd_pro_ca,rmsd_pro_ca_sd,rmsd_bs_noh,rmsd_bs_noh_sd,rmsd_bs_bb,rmsd_bs_bb_sd,rmsd_bs_ca,rmsd_bs_ca_sd,b_para,b_anti,h_3.10,halpha,h_pi,turn,bend,random.coil,ip,molecular.weight,aromaticity,instability,gravy,X.g,X.a,X.v,X.l,X.i,X.p,X.f,X.m,X.w,PP1.1,PP2.1,PP3.1,KF1.1,KF2.1,KF3.1,KF4.1,KF5.1,KF6.1,KF7.1,KF8.1,KF9.1,KF10.1,Z1.1,Z2.1,Z3.1,Z4.1,Z5.1,F1.1,F2.1,F3.1,F4.1,F5.1,F6.1,T1.1,T2.1,T3.1,T4.1,T5.1,VHSE1.1,VHSE2.1,VHSE3.1,VHSE4.1,VHSE5.1,VHSE6.1,VHSE7.1,VHSE8.1,ProtFP1.1,ProtFP2.1,ProtFP3.1,ProtFP4.1,ProtFP5.1,ProtFP6.1,ProtFP7.1,ProtFP8.1,ST1.1,ST2.1,ST3.1,ST4.1,ST5.1,ST6.1,ST7.1,ST8.1,BLOSUM1.1,BLOSUM2.1,BLOSUM3.1,BLOSUM4.1,BLOSUM5.1,BLOSUM6.1,BLOSUM7.1,BLOSUM8.1,BLOSUM9.1,BLOSUM10.1,MSWHIM1.1,MSWHIM2.1,MSWHIM3.1,DELTA30
66,459.83,136.192,313.792,85.975,187.399,55.153,126.393,39.67,152.874,54.627,97.028,38.729,55.845,26.416,161.908,52.261,3.857,0.269,0.443,0.05,0.141,0.104,17.219,16.376,16.409,4.718,3.541,0.411,9.485,2.213,1.752,0.928,49.674,5.645,4.15,1.07,10.694,2.839,95.931,68.291,7.585,2.408,0.0,0.0,0.332,0.471,0.0,0.0,0.648,0.602,2.413,0.654,1.46,0.51,0.0,0.0,1.675,0.585,0.923,0.268,0,0,0.0,0.0,1.145,0.542,0.0,0.0,0.995,0.077,0.005,0.071,2.939,0.325,0.912,0.285,0,0,1.126,1.009,0.52,0.506,16.912,0.051,16.272,0.05,16.279,0.05,7.271,0.116,7.82,0.111,7.478,0.118,1.585,0.107,1.035,0.088,1.003,0.09,1.296,0.203,0.697,0.105,0.658,0.123,0.0084,0.3334,0.0237,0.0529,0,0.1868,0.1374,0.2574,5.101,19678.0998,0.0914285714285714,58.3234285714285,-0.353714285714285,0.0742857142857142,0.0628571428571428,0.0571428571428571,0.0685714285714285,0.0685714285714285,0.0685714285714285,0.0285714285714285,0.04,0.0171428571428571,-29.16,-74.44,-2.510000000000001,3.239999999999998,-52.1,3.450000000000002,3.52,-18.33,-29.02,2.34,2.570000000000003,-11.66,-25.51,16.67999999999999,-100.38,-14.92,-87.41,47.0,-47.655,-18.038,-34.27099999999999,56.899,10.488,-21.57,-1065.73,-38.95,9.430000000000003,37.71,157.25,-5.699999999999996,-33.7,-49.31,-9.300000000000004,-24.26000000000001,-49.62000000000001,24.43,-9.24,-108.09,-172.92,-39.36,16.15,-24.60000000000001,22.36,29.24,-7.170000000000002,-201.038,-50.945,-43.615,-6.726000000000001,-17.422,-84.316,27.945,49.641,29.71,-38.34,-13.43,-1.22,-9.26,22.28,10.68,-3.299999999999999,18.98,16.31,-62.18,98.88,-97.21,1.7
67,480.078,126.309,312.012,73.865,189.199,47.111,122.814,37.689,159.423,52.516,101.59,37.518,57.833,26.945,167.652,55.453,3.932,0.124,0.468,0.047,0.114,0.084,13.983,14.379,15.197,4.773,3.414,0.272,8.781,1.767,1.797,0.952,50.22,4.394,4.257,0.995,10.67,2.275,96.393,65.079,8.76,2.852,0.0,0.0,0.416,0.495,0.0,0.0,0.707,0.704,2.481,0.873,1.333,0.492,0.0,0.0,1.945,0.436,0.957,0.205,0,0,0.0,0.0,1.131,0.581,0.0,0.0,0.998,0.055,0.0,0.0,2.982,0.143,0.646,0.479,0,0,0.609,0.702,0.666,0.653,16.972,0.06,16.316,0.06,16.324,0.058,7.268,0.16,7.808,0.153,7.439,0.161,1.619,0.121,1.097,0.098,1.066,0.098,1.332,0.144,0.693,0.096,0.669,0.106,0.0083,0.3377,0.0238,0.0548,0,0.1854,0.123,0.267,5.293,19717.1161,0.0914285714285714,60.1862857142857,-0.389714285714285,0.0742857142857142,0.0628571428571428,0.0571428571428571,0.0685714285714285,0.0685714285714285,0.0685714285714285,0.0285714285714285,0.0342857142857142,0.0171428571428571,-27.54,-73.84,-1.440000000000001,4.859999999999999,-51.01,5.240000000000003,6.119999999999999,-22.03,-30.08,3.0,2.070000000000003,-10.16,-24.85,23.04999999999999,-97.66,-18.89,-87.36,47.81,-49.77,-19.006,-34.032,57.484,10.429,-18.577,-1061.42,-36.03999999999999,10.61,35.68,157.98,-8.179999999999996,-31.72,-48.5,-8.030000000000005,-22.94000000000001,-48.25,26.59,-7.73,-115.99,-166.51,-37.13,18.07,-23.06000000000001,23.42,32.19,-7.350000000000002,-200.404,-50.712,-44.286,-7.279000000000001,-17.444,-85.08000000000001,28.953,51.273,31.68,-37.56,-13.32,-1.299999999999999,-8.22,22.11,11.28,-3.329999999999999,19.32,15.43,-61.7,98.15,-95.89,1.4
68,416.908,118.913,280.756,70.335,161.501,39.423,119.255,37.69,142.488,51.284,77.949,27.757,64.539,30.467,162.518,45.781,3.817,0.195,0.443,0.042,0.136,0.094,18.419,15.475,11.119,5.7,3.581,0.335,9.469,1.762,1.89,0.734,52.33,4.997,4.101,0.918,9.885,2.106,77.642,52.703,8.863,2.271,0.0,0.0,0.201,0.401,0.0,0.0,0.747,0.598,1.624,0.806,1.972,0.193,0.0,0.0,1.47,0.528,0.962,0.194,0,0,0.0,0.0,1.474,0.622,0.0,0.0,0.997,0.063,0.001,0.032,2.934,0.323,0.522,0.5,0,0,0.657,0.824,0.473,0.499,16.859,0.046,16.206,0.05,16.219,0.05,7.182,0.108,7.753,0.097,7.384,0.094,1.691,0.124,1.173,0.084,1.157,0.084,1.098,0.135,0.767,0.083,0.667,0.091,0.0081,0.3219,0.0257,0.0522,0,0.1781,0.1507,0.2633,5.101,19672.097,0.0857142857142857,58.3234285714285,-0.351428571428571,0.0742857142857142,0.0628571428571428,0.0571428571428571,0.0742857142857142,0.0685714285714285,0.0685714285714285,0.0228571428571428,0.04,0.0171428571428571,-29.0,-74.54,-1.980000000000001,3.519999999999999,-53.01,4.120000000000003,3.809999999999999,-22.45,-28.82,0.2700000000000007,0.4000000000000028,-12.62,-24.23,19.48999999999999,-100.9,-16.21,-88.1,49.05,-48.007,-17.794,-35.142,58.409,11.047,-20.77,-1069.25,-36.20999999999999,9.670000000000002,39.15,158.49,-6.489999999999996,-33.84,-49.89,-8.820000000000006,-24.64,-50.19000000000001,25.66,-9.24,-109.46,-174.31,-41.42,17.06,-22.98,23.15,29.24,-10.28,-201.682,-50.24500000000001,-44.973,-6.582000000000001,-16.965,-85.33000000000001,29.117,50.532,30.44000000000001,-39.7,-13.82,-1.44,-8.040000000000001,22.59,11.57,-2.04,18.18,17.72,-63.61,98.7,-96.74,-0.3
69,446.396,123.621,273.487,73.663,139.662,43.537,133.825,39.694,158.645,49.74,82.631,31.475,76.014,28.595,116.789,43.382,3.923,0.159,0.485,0.039,0.252,0.134,21.259,15.081,10.642,5.686,3.65,0.354,9.998,2.067,1.495,0.784,45.31,4.904,4.774,1.185,11.746,2.681,83.579,58.269,8.011,2.384,0.005,0.071,0.056,0.23,0.0,0.0,1.219,0.617,1.374,0.683,1.036,0.337,0.0,0.0,1.689,0.479,0.907,0.292,0,0,0.0,0.0,1.751,0.553,0.0,0.0,0.981,0.14,0.0,0.0,2.868,0.393,0.833,0.377,0,0,1.328,0.881,0.235,0.424,16.978,0.053,16.357,0.059,16.364,0.058,7.178,0.108,7.662,0.102,7.276,0.106,1.727,0.128,1.282,0.111,1.242,0.109,1.371,0.159,1.049,0.154,1.028,0.163,0.0084,0.3359,0.0256,0.0499,0,0.1749,0.1415,0.2638,5.101,19634.0457,0.0857142857142857,57.2228571428571,-0.343428571428571,0.0742857142857142,0.0628571428571428,0.0571428571428571,0.0742857142857142,0.0685714285714285,0.0628571428571428,0.0228571428571428,0.04,0.0171428571428571,-27.98,-75.49,-1.330000000000001,1.709999999999999,-54.21,3.830000000000002,4.81,-20.3,-30.88,-1.689999999999999,1.860000000000003,-15.04,-24.51,22.30999999999999,-103.85,-15.89,-90.69,48.2,-48.253,-16.409,-35.888,59.78,7.117999999999999,-21.301,-1074.4,-34.87,10.35,40.14,160.21,-7.079999999999996,-35.28,-51.0,-9.750000000000005,-24.86,-49.38,25.54,-13.39,-112.41,-176.15,-46.05,18.1,-21.67000000000001,26.32,29.9,-8.780000000000001,-202.421,-50.63500000000001,-45.513,-6.534000000000001,-15.737,-85.262,28.531,51.40499999999999,30.53000000000001,-39.7,-13.72,-0.4899999999999994,-7.060000000000001,25.05,10.28,-2.54,19.62,17.56,-64.27,98.39,-97.54,-1.0
70,478.258,138.281,303.689,81.174,155.273,49.702,148.416,39.305,172.166,51.737,88.955,33.024,83.21,27.742,139.139,52.867,3.906,0.344,0.468,0.063,0.366,0.137,44.921,22.97,13.652,5.97,3.99,0.536,9.691,2.219,1.682,0.603,45.885,7.05,4.513,1.053,11.352,2.756,96.398,65.074,8.019,2.833,0.006,0.077,0.055,0.228,0.004,0.063,1.058,0.414,1.098,0.834,1.416,0.579,0.0,0.0,1.659,0.622,0.977,0.153,0,0,0.0,0.0,1.708,0.504,0.0,0.0,0.984,0.129,0.008,0.089,2.311,0.892,0.04,0.196,0,0,2.122,1.229,0.303,0.46,16.972,0.064,16.33,0.062,16.343,0.061,7.202,0.109,7.646,0.118,7.295,0.123,1.93,0.235,1.431,0.21,1.383,0.201,1.246,0.177,0.984,0.238,0.89,0.309,0.0084,0.3248,0.0237,0.0496,0,0.1877,0.1382,0.2676,4.961,19645.0684,0.0857142857142857,59.4239999999999,-0.348,0.0742857142857142,0.0628571428571428,0.0571428571428571,0.0742857142857142,0.0685714285714285,0.0685714285714285,0.0228571428571428,0.04,0.0171428571428571,-29.02,-75.39,-2.990000000000001,2.399999999999999,-53.61,1.060000000000003,3.639999999999999,-20.31,-31.12,-0.9299999999999995,-0.04999999999999717,-13.67,-22.13,19.18999999999999,-103.2,-14.31,-89.91,48.67,-48.454,-17.105,-35.529,59.292,11.21,-23.49799999999999,-1072.1,-37.67,9.370000000000003,39.77,158.46,-6.349999999999996,-33.92,-50.47,-9.990000000000006,-26.68,-50.53,25.29,-8.58,-113.39,-175.78,-45.11,13.55,-26.63000000000001,23.14,28.51,-6.850000000000002,-202.146,-50.728,-44.793,-6.585000000000001,-16.896,-84.682,28.281,50.322,30.61,-40.14,-13.39,-2.199999999999999,-9.61,21.67,9.529999999999998,-0.9899999999999994,19.63,17.25,-63.93,97.31,-97.44,1.2
71,337.376,178.753,231.685,111.633,127.198,64.576,104.487,53.467,124.709,66.591,69.981,41.033,54.727,32.669,91.332,61.937,3.604,1.043,0.443,0.145,0.23,0.208,17.537,19.433,9.506,7.42,3.49,1.178,7.586,3.305,1.227,1.104,45.315,14.803,3.617,1.742,9.26,4.763,54.182,53.455,5.425,3.349,0.0,0.0,0.16,0.367,0.0,0.0,1.16,0.765,0.996,0.829,0.712,0.502,0.0,0.0,1.531,0.805,0.872,0.335,0,0,0.0,0.0,1.355,0.773,0.0,0.0,0.822,0.383,0.016,0.125,1.949,0.977,0.353,0.478,0,0,1.025,1.038,0.229,0.425,17.018,0.061,16.4,0.057,16.41,0.058,7.708,0.214,8.228,0.197,7.933,0.215,1.962,0.256,1.382,0.181,1.352,0.181,2.116,0.562,1.76,0.44,1.786,0.456,0.0092,0.332,0.0254,0.0572,0,0.1693,0.1293,0.2776,4.844,19645.0684,0.0857142857142857,59.4239999999999,-0.348,0.0742857142857142,0.0628571428571428,0.0571428571428571,0.0742857142857142,0.0685714285714285,0.0685714285714285,0.0228571428571428,0.04,0.0171428571428571,-27.14,-75.28,-4.480000000000001,1.519999999999999,-51.87,-0.2899999999999976,4.609999999999999,-21.33,-30.86,-3.77,-1.939999999999997,-11.25,-21.89,21.11999999999999,-98.21,-12.74,-91.55,49.8,-49.547,-15.33,-34.45699999999999,57.888,12.066,-24.114,-1066.14,-35.70999999999999,10.88,38.62,156.26,-7.299999999999995,-31.72,-48.25,-12.28000000000001,-28.83000000000001,-48.04,23.31,-6.680000000000001,-114.3,-166.12,-52.33,10.32,-25.84000000000001,18.92,28.29,-5.800000000000003,-201.209,-50.764,-45.39,-7.406000000000002,-15.048,-81.26400000000001,27.87,47.72499999999999,31.31,-40.3,-14.8,-1.799999999999999,-10.05,20.49,6.699999999999998,-1.329999999999999,19.47,16.73,-63.51,96.59,-97.65,0.1
72,497.38,134.286,297.621,76.434,172.118,44.693,125.503,39.599,175.741,53.413,101.363,33.099,74.378,29.195,131.938,51.913,4.021,0.11,0.524,0.053,0.131,0.084,12.614,11.647,14.615,5.318,3.602,0.325,9.888,2.043,1.847,1.061,51.336,4.674,4.409,1.092,10.664,2.507,91.143,64.827,8.641,2.455,0.012,0.109,0.571,0.501,0.0,0.0,0.821,0.651,2.187,0.837,1.677,0.519,0.0,0.0,1.96,0.456,0.959,0.201,0,0,0.0,0.0,1.138,0.566,0.0,0.0,0.991,0.1,0.0,0.0,2.926,0.281,0.582,0.494,0,0,1.214,1.121,0.596,0.519,17.028,0.059,16.377,0.061,16.387,0.06,7.18,0.125,7.724,0.113,7.369,0.114,1.827,0.18,1.345,0.162,1.315,0.161,1.565,0.169,1.129,0.241,1.111,0.255,0.0081,0.3249,0.0272,0.0633,0,0.1649,0.1254,0.2862,5.293,19669.0733,0.0857142857142857,58.3234285714285,-0.384571428571428,0.0742857142857142,0.0628571428571428,0.0571428571428571,0.0742857142857142,0.0685714285714285,0.0685714285714285,0.0228571428571428,0.0342857142857142,0.0171428571428571,-27.59,-74.29,-1.100000000000001,4.029999999999999,-51.99,5.360000000000003,6.449999999999999,-22.8,-31.32,3.290000000000001,0.2100000000000028,-11.42,-23.48,22.98999999999999,-100.9,-21.44,-88.62,49.27,-49.817,-18.171,-34.665,59.414,10.953,-18.703,-1066.29,-34.81999999999999,10.75,38.4,158.44,-8.339999999999996,-32.26,-49.1,-8.670000000000005,-22.97000000000001,-49.90000000000001,28.0,-8.15,-116.99,-168.72,-39.73,19.82,-24.27000000000001,24.68,33.01,-8.910000000000002,-201.211,-51.115,-45.328,-7.118000000000001,-17.132,-84.625,29.081,50.866,31.89,-39.43,-13.89,-2.089999999999999,-7.640000000000001,22.16,11.41,-3.279999999999999,18.45,16.7,-63.2,98.02,-95.71,2.5
73,363.893,141.969,239.649,84.337,144.068,51.921,95.581,40.528,138.837,54.582,89.2,36.118,49.637,26.382,101.44,45.885,3.869,0.622,0.51,0.1,0.179,0.133,13.996,14.391,16.954,5.972,3.54,0.685,7.078,2.368,2.35,0.906,49.93,9.9,3.826,1.411,8.911,3.118,58.327,53.617,5.974,2.581,0.002,0.045,0.693,0.483,0.0,0.0,0.329,0.505,2.059,1.012,0.88,0.498,0.0,0.0,1.553,0.684,0.952,0.216,0,0,0.0,0.0,1.034,0.616,0.0,0.0,0.87,0.337,0.002,0.045,2.483,0.785,0.14,0.347,0,0,0.567,0.8,0.731,0.444,16.946,0.062,16.304,0.067,16.315,0.065,7.127,0.131,7.592,0.125,7.269,0.123,1.873,0.232,1.405,0.205,1.406,0.22,1.663,0.233,1.119,0.148,1.055,0.183,0.0084,0.3337,0.028,0.0604,0,0.1684,0.1382,0.2629,5.101,19644.0836,0.0857142857142857,58.3234285714285,-0.348,0.0742857142857142,0.0628571428571428,0.0571428571428571,0.0742857142857142,0.0685714285714285,0.0685714285714285,0.0228571428571428,0.04,0.0171428571428571,-29.2,-75.07,-1.970000000000001,2.959999999999999,-53.46,2.520000000000003,3.639999999999999,-19.21,-30.9,0.5000000000000006,0.7100000000000029,-13.33,-24.56,18.25999999999999,-102.51,-15.2,-88.6,49.53,-48.165,-17.59999999999999,-35.373,59.07,10.93,-22.34099999999999,-1072.07,-37.76,9.140000000000002,39.95,158.34,-6.189999999999996,-34.59,-50.43,-9.290000000000004,-24.55,-50.99,25.99,-9.940000000000001,-111.66,-175.91,-41.93,17.99,-25.88000000000001,23.8,29.43,-9.730000000000002,-202.127,-50.731,-44.663,-6.551000000000001,-17.099,-84.619,28.386,50.231,30.57,-39.93,-13.76,-1.68,-8.5,22.49,11.12,-2.089999999999999,18.58,17.39,-63.9,98.51,-97.14,-0.2
74,473.233,148.955,318.984,96.2,172.992,54.605,145.992,48.792,175.298,60.52,101.969,38.19,73.328,30.229,91.04,41.087,4.009,0.11,0.478,0.041,0.198,0.114,10.437,8.584,15.173,6.264,3.502,0.353,9.398,2.17,0.64,0.999,50.229,5.346,4.952,1.424,12.666,3.254,102.877,78.147,6.232,2.235,0.013,0.113,0.205,0.404,0.0,0.0,1.22,0.705,1.484,0.936,0.954,0.702,0.0,0.0,1.884,0.617,0.888,0.317,0,0,0.0,0.0,0.767,0.705,0.0,0.0,0.997,0.063,0.005,0.071,2.899,0.354,0.997,0.063,0,0,1.468,0.946,0.588,0.635,17.062,0.057,16.422,0.063,16.431,0.063,7.682,0.146,8.119,0.132,7.823,0.133,1.854,0.129,1.394,0.107,1.367,0.11,1.551,0.127,1.198,0.107,1.186,0.111,0.0084,0.3343,0.0238,0.0509,0,0.1672,0.1338,0.2816,5.101,19648.0723,0.0857142857142857,56.7377142857142,-0.342857142857142,0.0742857142857142,0.0628571428571428,0.0571428571428571,0.0742857142857142,0.0685714285714285,0.0628571428571428,0.0228571428571428,0.04,0.0171428571428571,-27.99,-75.31,-1.530000000000001,1.159999999999999,-53.83,4.880000000000003,5.02,-20.19,-30.24,0.4400000000000006,1.860000000000003,-14.63,-24.09,20.66999999999999,-104.96,-18.16,-90.76,47.13,-47.79,-16.012,-35.419,59.539,7.199999999999999,-20.656,-1072.93,-34.84,10.78,40.62,159.58,-6.749999999999996,-34.93,-50.48,-10.40000000000001,-24.60000000000001,-49.66,25.38999999999999,-13.11,-109.84,-175.37,-46.08,18.01,-21.60000000000001,26.14,30.53,-7.780000000000002,-202.139,-51.252,-45.507,-6.548000000000001,-15.748,-84.504,28.218,50.40799999999999,29.88,-39.98,-13.96,-0.8199999999999995,-7.24,24.89,9.969999999999999,-3.699999999999999,19.15,17.75,-64.05,98.63,-97.42999999999999,-0.5
75,437.397,151.8,283.156,91.057,172.047,55.004,111.109,44.532,161.975,60.323,101.709,39.729,60.266,29.612,110.136,56.634,4.015,0.194,0.518,0.073,0.147,0.135,11.956,14.725,10.12,5.299,3.239,0.415,8.731,2.641,0.162,1.042,51.91,5.981,4.267,1.588,10.726,3.679,73.355,66.448,6.516,3.011,0.05,0.218,0.24,0.441,0.0,0.0,1.743,0.704,2.117,1.062,0.88,0.544,0.0,0.0,2.06,0.753,0.894,0.309,0,0,0.0,0.0,0.771,0.859,0.0,0.0,0.939,0.241,0.003,0.055,2.533,0.611,0.973,0.165,0,0,0.697,0.89,0.259,0.443,17.164,0.094,16.542,0.088,16.547,0.091,7.837,0.375,8.281,0.321,8.012,0.348,2.075,0.273,1.662,0.238,1.626,0.24,2.077,0.415,1.718,0.371,1.795,0.387,0.0084,0.3347,0.0309,0.0545,0,0.1634,0.1388,0.2693,5.293,19644.0836,0.0857142857142857,58.3234285714285,-0.348,0.0742857142857142,0.0628571428571428,0.0571428571428571,0.0742857142857142,0.0685714285714285,0.0685714285714285,0.0228571428571428,0.04,0.0171428571428571,-27.78,-75.0,-0.8900000000000009,4.019999999999999,-52.82,2.710000000000003,6.069999999999999,-19.67,-34.04,1.39,0.5200000000000028,-12.54,-24.23,23.39999999999999,-101.4,-18.16,-89.05,50.82,-50.438,-18.374,-35.365,60.316,10.754,-20.919,-1070.58,-36.4,9.790000000000003,38.72,158.92,-8.369999999999996,-33.36,-50.16,-8.490000000000006,-23.14,-50.42,28.47999999999999,-9.13,-121.76,-171.1,-40.21,20.84,-27.24000000000001,25.51,32.57,-9.360000000000001,-201.938,-50.984,-45.024,-7.073000000000001,-17.255,-84.67200000000001,28.663,51.562,32.67,-39.38,-13.59,-1.999999999999999,-7.92,22.22,11.27,-2.17,19.32,16.18,-63.71,97.59,-96.22,-0.1
76,373.722,95.349,239.904,54.108,140.85,38.755,99.054,24.929,118.054,39.237,70.901,29.436,47.153,19.608,132.019,40.855,3.867,0.102,0.455,0.042,0.161,0.106,18.127,14.845,7.855,4.731,3.494,0.245,9.033,1.545,1.578,0.776,52.067,4.261,3.819,0.726,9.178,1.935,52.326,33.981,8.698,2.486,0.0,0.0,0.979,0.343,0.0,0.0,1.198,0.64,1.92,0.521,1.552,0.506,0.0,0.0,1.765,0.655,0.941,0.237,0,0,0.0,0.0,0.856,0.352,0.0,0.0,0.991,0.1,0.005,0.071,2.937,0.293,0.26,0.439,0,0,0.31,0.54,0.179,0.391,16.906,0.046,16.292,0.048,16.305,0.047,7.236,0.105,7.71,0.097,7.352,0.095,1.661,0.144,1.103,0.112,1.079,0.11,1.061,0.117,0.755,0.081,0.615,0.112,0.0085,0.3345,0.0237,0.0553,0,0.1839,0.1315,0.2626,4.949,19619.0542,0.0857142857142857,55.1074285714285,-0.311428571428571,0.0742857142857142,0.0628571428571428,0.0571428571428571,0.0742857142857142,0.0685714285714285,0.0685714285714285,0.0228571428571428,0.04,0.0171428571428571,-30.15,-75.11,-2.790000000000001,3.979999999999999,-54.72,4.800000000000003,1.059999999999999,-24.7,-24.79,0.6400000000000008,-0.2099999999999971,-11.01,-23.73,18.03999999999999,-103.46,-9.970000000000002,-89.41,46.09,-45.623,-18.345,-36.846,55.996,10.417,-21.42499999999999,-1074.01,-39.41,11.03,39.54,159.68,-5.139999999999996,-36.21,-51.05,-9.830000000000005,-26.28000000000001,-49.66,22.42,-9.56,-99.85000000000001,-182.85,-40.62,12.8,-18.48,21.4,28.58,-11.38,-202.454,-50.89100000000001,-45.136,-5.658000000000001,-16.774,-87.061,29.231,49.122,28.22,-40.77,-11.46,0.2200000000000006,-7.03,21.44,10.62,-1.789999999999999,17.88,18.47,-63.76,98.88,-97.61,0.1
77,431.567,166.006,262.79,94.862,156.603,56.164,106.187,47.064,153.131,59.329,95.885,40.77,57.247,27.906,103.109,60.714,3.913,0.216,0.514,0.072,0.169,0.137,15.652,17.539,17.613,6.537,3.716,0.455,8.741,2.764,1.686,1.066,51.507,6.748,4.284,1.436,10.452,3.662,76.719,68.248,7.419,2.803,0.009,0.094,0.227,0.421,0.0,0.0,0.639,0.621,1.817,0.955,0.918,0.76,0.0,0.0,1.469,0.572,0.771,0.421,0,0,0.0,0.0,1.327,0.771,0.0,0.0,0.952,0.216,0.001,0.032,2.828,0.452,0.477,0.5,0,0,1.554,1.041,0.337,0.475,16.891,0.051,16.253,0.054,16.266,0.054,7.201,0.116,7.86,0.114,7.52,0.124,1.688,0.111,1.247,0.107,1.234,0.104,1.175,0.102,0.836,0.102,0.807,0.123,0.0085,0.3313,0.0255,0.0594,0,0.1736,0.1385,0.2632,5.101,19644.0836,0.0857142857142857,58.3234285714285,-0.348,0.0742857142857142,0.0628571428571428,0.0571428571428571,0.0742857142857142,0.0685714285714285,0.0685714285714285,0.0228571428571428,0.04,0.0171428571428571,-29.21,-74.89,-2.170000000000001,2.409999999999998,-53.08,3.570000000000003,3.849999999999999,-19.1,-30.26,2.63,0.7100000000000029,-12.92,-24.14,16.61999999999999,-103.62,-17.47,-88.67,48.46,-47.702,-17.203,-34.904,58.829,11.012,-21.69599999999999,-1070.6,-37.73,9.570000000000002,40.43,157.71,-5.859999999999996,-34.24,-49.91,-9.940000000000005,-24.29000000000001,-51.27,25.84,-9.66,-109.09,-175.13,-41.96,17.9,-25.81000000000001,23.62000000000001,30.06,-8.730000000000002,-201.845,-51.348,-44.657,-6.565000000000001,-17.11,-83.861,28.073,49.234,29.92000000000001,-40.21,-14.0,-2.009999999999999,-8.68,22.33,10.81,-3.25,18.11,17.58,-63.68,98.75,-97.03,-0.2
78,442.903,136.825,277.223,80.008,138.997,48.503,138.226,43.662,148.021,54.268,81.165,35.136,66.856,29.392,96.101,42.449,4.038,0.113,0.483,0.048,0.282,0.135,19.02,12.525,15.165,6.662,3.404,0.366,8.872,2.597,0.948,1.131,47.208,5.017,4.254,1.454,10.825,3.372,74.553,59.963,7.86,2.725,0.03,0.171,0.166,0.372,0.0,0.0,0.88,0.758,1.759,0.852,1.233,0.65,0.0,0.0,1.841,0.669,0.794,0.405,0,0,0.0,0.0,0.868,0.876,0.0,0.0,0.99,0.104,0.016,0.125,2.892,0.314,0.981,0.14,0,0,1.058,0.992,0.429,0.584,17.029,0.052,16.411,0.059,16.417,0.057,7.51,0.127,7.971,0.131,7.628,0.136,1.791,0.13,1.317,0.106,1.292,0.103,1.633,0.181,1.119,0.128,1.115,0.132,0.0085,0.3383,0.0232,0.0565,0,0.1778,0.1322,0.2635,5.522,19668.0885,0.0857142857142857,57.8925714285714,-0.384571428571428,0.0742857142857142,0.0628571428571428,0.0571428571428571,0.0742857142857142,0.0685714285714285,0.0685714285714285,0.0228571428571428,0.0342857142857142,0.0171428571428571,-27.76,-74.15,0.1199999999999991,5.139999999999999,-52.22,5.770000000000003,6.239999999999999,-21.81,-31.74,2.590000000000001,0.9700000000000029,-11.49,-26.33,23.69999999999999,-99.1,-20.06,-87.24,51.2,-49.991,-19.063,-34.97799999999999,59.433,10.591,-18.191,-1067.73,-34.94,10.09,38.1,158.95,-8.509999999999996,-33.28,-49.58000000000001,-7.320000000000005,-21.10000000000001,-50.08000000000001,28.84999999999999,-9.790000000000001,-117.83,-169.63,-36.52,24.35,-23.59000000000001,25.52,33.3,-12.79,-201.474,-50.50100000000001,-45.204,-7.070000000000001,-17.324,-85.32000000000001,29.499,51.772,32.5,-38.94,-14.02,-1.239999999999999,-6.350000000000001,23.14,13.31,-3.219999999999999,17.87,16.65,-63.39,98.98,-95.52,0.2
